351,Canada  British Columbia  Prince George,-8  ;
352,Canada  Alberta  Calgary,-7  ;
353,Canada  Alberta  Edmonton,-7  ;
354,Canada  Manitoba  Winnipeg,-6  ;
355,Canada  New Brunswick  Saint John,-4  ;
356,Canada  Newfoundland and Labrador  St. John's,-3  ;
357,Canada  Northwest Territories  Yellowknife,-7  ;
358,Canada  Nova Scotia  Halifax,-4  ;
359,Canada  Nunavut Territory  Iqaluit,-5  ;
360,Canada  Saskatchewan  Saskatoon,-6  ;
361,Canada  Saskatchewan  Regina,-6  ;
362,Canada  Yukon Territory  Whitehorse,-8  ;
363,U.S.A.  Alabama  Birmingham,-6  ;
364,U.S.A.  Alabama  Montgomery,-6  ;
365,U.S.A.  Alabama  Huntsville,-6  ;
366,U.S.A.  Alabama  Mobile,-6  ;
367,U.S.A.  Alaska  Anchorage,-9  ;
368,U.S.A.  Arizona  Phoenix,-7  ;
369,U.S.A.  Arizona  Tucson,-7  ;
370,U.S.A.  Arkansas  Little Rock,-6  ;
371,U.S.A.  California  San Francisco,-8  ;
372,U.S.A.  California  Berkeley,-8  ;
373,U.S.A.  California  Oakland,-8  ;
374,U.S.A.  California  San Jose,-8  ;
375,U.S.A.  California  Bakersfield,-8  ;
376,U.S.A.  California  Santa Barbara,-8  ;
377,U.S.A.  California  Los Angeles,-8  ;
378,U.S.A.  California  Long Beach,-8  ;
379,U.S.A.  California  Pasadena,-8  ;
380,U.S.A.  California  San Diego,-8  ;
381,U.S.A.  Colorado  Denver,-7  ;
382,U.S.A.  Connecticut  Hartford,-5  ;
383,U.S.A.  Delaware  Dover,-5  ;
384,U.S.A.  District of Columbia  Washington DC,-5  ;
385,U.S.A.  Florida  Jacksonville,-5  ;
386,U.S.A.  Florida  Miami,-5  ;
387,U.S.A.  Florida  Orlando,-5  ;
388,U.S.A.  Florida  Tampa,-5  ;
389,U.S.A.  Florida  St. Petersburg,-5  ;
390,U.S.A.  Georgia  Atlanta,-5  ;
391,U.S.A.  Georgia  Macon,-5  ;
392,U.S.A.  Hawaii  Honolulu,-1  ;
393,U.S.A.  Idaho  Boise,-7  ;
394,U.S.A.  Illinois  Chicago,-6  ;
395,U.S.A.  Illinois  Springfield,-6  ;
396,U.S.A.  Indiana  Indianapolis,-5  ;
397,U.S.A.  Indiana  Evansville,-6  ;
398,U.S.A.  Indiana  Gary,-6  ;
399,U.S.A.  Indiana  South Bend,-5  ;
400,U.S.A.  Iowa  Des Moines,-6  ;
401,U.S.A.  Iowa  Cedar Rapids,-6  ;
402,U.S.A.  Kansas  Topeka,-6  ;
403,U.S.A.  Kentucky  Louisville,-5  ;
404,U.S.A.  Louisiana  New Orleans,-6  ;
405,U.S.A.  Louisiana  Baton Rouge,-6  ;
406,U.S.A.  Maine  Portland,-5  ;
407,U.S.A.  Maine  Augusta,-5  ;
408,U.S.A.  Mariana Islands  Guam,1   ;
409,U.S.A.  Maryland  Baltimore,-5  ;
410,U.S.A.  Massachusetts  Boston,-5  ;
411,U.S.A.  Michigan  Detroit,-5  ;
412,U.S.A.  Michigan  Flint,-5  ;
413,U.S.A.  Michigan  Grand Rapids,-5  ;
414,U.S.A.  Michigan  Lansing,-5  ;
415,U.S.A.  Minnesota  St. Paul,-6  ;
416,U.S.A.  Minnesota  Minneapolis,-6  ;
417,U.S.A.  Mississippi  Jackson,-6  ;
418,U.S.A.  Missouri  Kansas City,-6  ;
419,U.S.A.  Missouri  St. Louis,-6  ;
420,U.S.A.  Missouri  Springfield,-6  ;
421,U.S.A.  Missouri  Jefferson City,-6  ;
422,U.S.A.  Montana  Billings,-7  ;
423,U.S.A.  Montana  Helena,-7  ;
424,U.S.A.  Nebraska  Lincoln,-6  ;
425,U.S.A.  Nevada  Las Vegas,-8  ;
426,U.S.A.  Nevada  Carson City,-8  ;
427,U.S.A.  New Hampshire  Concord,-5  ;
428,U.S.A.  New Jersey  Trenton,-5  ;
429,U.S.A.  New Mexico  Albuquerque,-7  ;
430,U.S.A.  New Mexico  Santa Fe,-7  ;
431,U.S.A.  New York  New York,-5  ;
432,U.S.A.  New York  Albany,-5  ;
433,U.S.A.  New York  Buffalo,-5  ;
434,U.S.A.  New York  Rochester,-5  ;
435,U.S.A.  North Carolina  Charlotte,-5  ;
436,U.S.A.  North Carolina  Raleigh,-5  ;
437,U.S.A.  North Dakota  Bismarck,-6  ;
438,U.S.A.  Northern Mariana Islands  Saipan,1   ;
439,U.S.A.  Ohio  Cincinnati,-5  ;
440,U.S.A.  Ohio  Columbus,-5  ;
441,U.S.A.  Ohio  Cleveland,-5  ;
442,U.S.A.  Oklahoma  Oklahoma City,-6  ;
443,U.S.A.  Oregon  Portland,-8  ;
444,U.S.A.  Oregon  Salem,-8  ;
445,U.S.A.  Pennsylvania  Philadelphia,-5  ;
446,U.S.A.  Pennsylvania  Harrisburg,-5  ;
447,U.S.A.  Pennsylvania  Pittsburgh,-5  ;
448,U.S.A.  Pennsylvania  Erie,-5  ;
449,U.S.A.  Rhode Island  Providence,-5  ;
450,U.S.A.  South Carolina  Columbia,-5  ;
451,U.S.A.  South Carolina  Charleston,-5  ;
452,U.S.A.  South Dakota  Pierre,-6  ;
453,U.S.A.  Tennessee  Nashville,-6  ;
454,U.S.A.  Tennessee  Memphis,-6  ;
455,U.S.A.  Tennessee  Chattanooga,-5  ;
456,U.S.A.  Tennessee  Knoxville,-5  ;
457,U.S.A.  Texas  Austin,-6  ;
458,U.S.A.  Texas  San Antonio,-6  ;
459,U.S.A.  Texas  Houston,-6  ;
460,U.S.A.  Texas  Dallas,-6  ;
461,U.S.A.  Texas  Fort Worth,-6  ;
462,U.S.A.  Texas  El Paso,-7  ;
463,U.S.A.  Utah  Salt Lake City,-7  ;
464,U.S.A.  Vermont  Montpelier,-5  ;
465,U.S.A.  Virgin Islands  Charlotte Amalie,-4  ;
466,U.S.A.  Virginia  Richmond,-5  ;
467,U.S.A.  Virginia  Norfolk,-5  ;
468,U.S.A.  Virginia  Newport News,-5  ;
469,U.S.A.  Virginia  Portsmouth,-5  ;
470,U.S.A.  Washington  Olympia,-8  ;
471,U.S.A.  Washington  Seattle,-8  ;
472,U.S.A.  West Virginia  Charleston,-5  ;
473,U.S.A.  Wisconsin  Madison,-6  ;
474,U.S.A.  Wisconsin  Milwaukee,-6  ;
475,U.S.A.  Wyoming  Cheyenne,-7  ;
476,Mexico    Mexico City,-6  ;
477,Mexico    Veracruz,-6  ;
478,Mexico    Monterrey,-6  ;
479,Mexico    Guadalajara,-6  ;
480,Mexico    Merida,-6  ;
481,Mexico    Chihuahua,-7  ;
482,Mexico    Mexicali,-8  ;
483,Mexico    Tijuana,-8  ;
484,Guatemala    Guatemala,-6  ;
485,Belize    Belmopan,-6  ;
486,El Salvador    San Salvador,-6  ;
487,Honduras    Tegucigalpa,-6  ;
488,Nicaragua    Managua,-6  ;
489,Costa Rica    San Jose,-6  ;
490,Panama    Panama,-5  ;
491,Bahamas    Nassau,-5  ;
492,Cuba    Havana,-5  ;
493,Jamaica    Kingston,-5  ;
494,Haiti    Port-au-Prince,-5  ;
495,Dominican Republic    Santo Domingo,-4  ;
496,Puerto Rico    San Juan,-4  ;
497,Saint Kitts and Nevis    Basseterre,-4  ;
498,Antigua and Barbuda    Saint John's,-4  ;
499,France  Guadeloupe  Basse-Terre,-4  ;
500,Dominica    Roseau,-4  ;
501,France  Martinique  Fort-de-France,-4  ;
502,Netherlands  Netherlands Antilles  Willemstad,-4  ;
503,Saint Lucia    Castries,-4  ;
504,Barbados    Bridgetown,-4  ;
505,Saint Vincent and Grenadines    Kingstown,-4  ;
506,Grenada    Saint George's,-4  ;
507,U.K.  Bermuda  Hamilton,-4  ;
508,Trinidad and Tobago    Port of Spain,-4  ;
509,Colombia    Bogota,-5  ;
510,Colombia    Barranquilla,-5  ;
511,Colombia    Cartagena,-5  ;
512,Venezuela    Caracas,-4  ;
513,Venezuela    Valencia,-4  ;
514,Venezuela    Maracaibo,-4  ;
515,Guyana    Georgetown,-4  ;
516,Suriname    Paramaribo,-3  ;
517,France  French Guiana  Cayenne,-3  ;
518,Ecuador    Quito,-5  ;
519,Ecuador    Guayaquil,-5  ;
520,Peru    Lima,-5  ;
521,Brazil  Distrito Federal  Brasilia,-3  ;
522,Brazil  Rio de Janeiro  Rio de Janeiro,-3  ;
523,Brazil  S?o Paulo  Sao Paulo,-3  ;
524,Brazil  S?o Paulo  Santos,-3  ;
525,Brazil  S?o Paulo  Campinas,-3  ;
526,Brazil  Paran芍  Curitiba,-3  ;
527,Brazil  Minas Gerais  Belo Horizonte,-3  ;
528,Brazil  Goi芍s  Goiania,-3  ;
529,Brazil  Bahia  Salvador,-3  ;
530,Brazil  Pernambuco  Recife,-3  ;
531,Brazil  Cear芍  Fortaleza,-3  ;
532,Brazil  Para  Bel谷m,-3  ;
533,Brazil  Amazonas  Manaus,-4  ;
534,Brazil  Acre  Rio Branco,-5  ;
535,Uruguay    Montevideo,-3  ;
536,Bolivia    La Paz,-4  ;
537,Bolivia    Santa Cruz,-4  ;
538,Paraguay    Asuncion,-4  ;
539,Chile    Santiago,-4  ;
540,Chile    Easter Island,-6  ;
541,Argentina    Buenos Aires,-3  ;
542,Argentina  Buenos Aires  La Plata,-3  ;
543,Argentina  Buenos Aires  Mar del Plata,-3  ;
544,Argentina  Santa Fe  Rosario,-3  ;
545,Brazil  Esp赤rito Santo  Vit車ria,-3  ;
546,Brazil  Rio de Janeiro  Niter車i,-3  ;
547,Brazil  Rio Grande do Sul  Porto Alegre,-3  ;
548,Chile    Valpara赤so,-4  ;
549,Argentina  C車rdoba  C車rdoba,-3  ;
550,Argentina  Tucum芍n  Tucum芍n,-3  ;
551,Kazakstan    Karaganda,6   ;
